,PointID,Year,VisitNum,DistBand,RegionNum,State,Site,Treatment,runnel_age,Point_X,Point_Y,SurveyWindow,SurveyDate,Month,Day,Observer,Tide,SurveyTime,TempF,Sky,WindSp,Noise,Site_Date,richness,shannon,totalbirds,saltysparrow,AGWT,ALFL,AMCR,AMDU,AMGO,AMOY,AMRE,AMRO,BANS,BAOR,BARS,BBGU,BBPL,BCCH,BHCO,BLJA,BLPW,BOBO,BRTH,CAGO,CANG,CARW,CEDW,CHSP,CHSW,CLRA,COEI,COGR,COTE,COYE,CSWA,DCCO,DUNL,EAKI,EAPH,EATO,EUST,EWPW,GBBG,GBHE,GCFL,GLIB,GRCA,GREG,GRHE,GRYE,GWTE,HAWO,HERG,HETH,HOFI,HOSP,HOWR,KILL,LBHE,LESA,LETE,LEYE,MALL,MAWR,MODO,MUSW,NESP,NOCA,NOGO,NOMO,NRWS,OROR,OSPR,PAWA,PEEP,PUMA,RBME,RECR,RTHA,RUBL,RWBL,SALS,SAND,SBDO,SEOW,SEPL,SESA,SESP,SNEG,SOSP,SPSA,STSP,TRES,TUTI,TUVU,UNK_SP,VIRA,Warbler,WEVI,WIFL,WILL,WITU,WOTH,WREN,WRSA,YEWA
11,CN NAC,2022,1,0-50m,3,RI,Canonchet,No Action,NA,41.442441,-71.458731,2,6/2/2022,6,2,SM,High/Rising,7:27,58,2,1,1,CN NAC 6/2/2022  ,2,0.64,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,CN NAC,2022,2,0-50m,3,RI,Canonchet,No Action,NA,41.442441,-71.458731,3,7/7/2022,7,7,SM,Low/Falling,7:34,69,0,0,1,CN NAC 7/7/2022  ,5,1.6,16,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,CN NAC,2023,1,0-50m,3,RI,Canonchet,No Action,NA,-71.458731,41.442441,2,6/24/2023,6,24,JH,Low,6:26,67,2,0,0,CN NAC 6/24/2023  ,3,1.04,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
14,CN NAC,2023,2,0-50m,3,RI,Canonchet,No Action,NA,-71.458731,41.442441,3,7/15/2023,7,15,JH,High/Falling,7:28,74,2,0,1,CN NAC 7/15/2023  ,5,1.3,14,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
15,CN REF,2022,1,0-50m,3,RI,Canonchet,Reference,NA,-71.458492,41.444235,2,6/2/2022,6,2,SM,High/Rising,7:07,58,2,1,1,CN REF 6/2/2022  ,2,0.69,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CN REF,2023,1,0-50m,3,RI,Canonchet,Reference,NA,-71.458492,41.444235,2,6/24/2023,6,24,JH,Low,6:42,67,2,0,1,CN REF 6/24/2023  ,4,1.12,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
17,CN REF,2023,2,0-50m,3,RI,Canonchet,Reference,NA,-71.458492,41.444235,3,7/15/2023,7,15,JH,High/Falling,7:49,74,2,0,1,CN REF 7/15/2023  ,6,1.47,38,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
18,CN RUN,2022,1,0-50m,3,RI,Canonchet,Runnel,7,-71.456262,41.44248,2,6/2/2022,6,2,SM,Low/Rising,6:11,57,2,1,1,CN RUN 6/2/2022  ,4,1.24,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,CN RUN,2023,1,0-50m,3,RI,Canonchet,Runnel,8,-71.456262,41.44248,2,6/24/2023,6,24,JH,Low,6:11,67,2,0,1,CN RUN 6/24/2023  ,5,1.36,15,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
20,CN RUN,2023,2,0-50m,3,RI,Canonchet,Runnel,8,-71.456262,41.44248,3,7/15/2023,7,15,JH,High/Falling,7:28,74,2,0,1,CN RUN 7/15/2023  ,5,1.3,14,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
21,DPR NAC South,2021,1,0-50m,2,MA,Plum Island,No Action,NA,-70.8107,42.7738,2,6/23/2021,6,23,JLG/JGM,Low/Rising,7:45,63,0,3,1,DPR NAC South 6/23/2021  ,3,0.95,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
22,DPR NAC South,2021,2,0-50m,2,MA,Plum Island,No Action,NA,-70.8107,42.7738,3,7/7/2021,7,7,JGM/NA,Low/Rising,7:35,73,0,2,1,DPR NAC South 7/7/2021  ,7,1.81,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0
23,DPR NAC South,2023,1,0-50m,2,MA,Plum Island,No Action,NA,-70.8107,42.7738,1,6/12/2023,6,12,JGM,High/Falling,8:30,60,2,0,1,DPR NAC South 6/12/2023  ,3,1.09,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
24,DPR NAC South,2023,2,0-50m,2,MA,Plum Island,No Action,NA,-70.8107,42.7738,2,7/21/2023,7,21,JGM,Low/Falling,7:55,70,1,2,0,DPR NAC South 7/21/2023  ,8,1.93,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
25,DPR REF North,2021,1,0-50m,2,MA,Plum Island,Reference,NA,-70.81001,42.78261,2,6/23/2021,6,23,ARP/NA,Low/Rising,7:03,57,0,3,0,DPR REF North 6/23/2021  ,4,1.24,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,DPR REF North,2021,2,0-50m,2,MA,Plum Island,Reference,NA,-70.81001,42.78261,3,7/7/2021,7,7,JGM/NA,High/Rising,9:00,73,0,3,1,DPR REF North 7/7/2021  ,5,1.33,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,DPR REF North,2023,1,0-50m,2,MA,Plum Island,Reference,NA,-70.81001,42.78261,1,6/12/2023,6,12,JGM,High/Falling,10:00,63,2,1,1,DPR REF North 6/12/2023  ,4,1.21,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
28,DPR REF North,2023,2,0-50m,2,MA,Plum Island,Reference,NA,-70.81001,42.78261,2,7/21/2023,7,21,JGM,Low,940,74,2,2,0,DPR REF North 7/21/2023  ,7,1.71,25,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,DPR REF South,2021,1,0-50m,2,MA,Plum Island,Reference,NA,-70.8123,42.777,2,6/23/2021,6,23,ARP/NA,Low/Rising,8:05,63,0,3,0,DPR REF South 6/23/2021  ,4,1.28,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0
30,DPR REF South,2021,2,0-50m,2,MA,Plum Island,Reference,NA,-70.8123,42.777,3,7/7/2021,7,7,JGM/NA,Low/Rising,8:15,73,0,3,1,DPR REF South 7/7/2021  ,4,1.29,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
31,DPR REF South,2023,1,0-50m,2,MA,Plum Island,Reference,NA,-70.8123,42.777,1,6/12/2023,6,12,JGM,High/Falling,9:00,62,2,0,1,DPR REF South 6/12/2023  ,3,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,DPR REF South,2023,2,0-50m,2,MA,Plum Island,Reference,NA,-70.8123,42.777,2,7/21/2023,7,21,JGM,Low,8:30,72,2,1,0,DPR REF South 7/21/2023  ,2,0.5,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
33,DPR RUN North,2021,1,0-50m,2,MA,Plum Island,Runnel,2,-70.8095,42.7798,2,6/23/2021,6,23,ARP/NA,Low/Rising,7:25,60,0,3,0,DPR RUN North 6/23/2021  ,5,1.61,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,DPR RUN North,2021,2,0-50m,2,MA,Plum Island,Runnel,2,-70.8095,42.7798,3,7/7/2021,7,7,JGM/NA,High/Rising,9:20,73,0,3,1,DPR RUN North 7/7/2021  ,6,1.61,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0
35,DPR RUN North,2023,1,0-50m,2,MA,Plum Island,Runnel,6,-70.8095,42.7798,1,6/12/2023,6,12,JGM,High/Falling,9:40,60,2,1,1,DPR RUN North 6/12/2023  ,3,0.92,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,DPR RUN North,2023,2,0-50m,2,MA,Plum Island,Runnel,4,-70.8095,42.7798,2,7/21/2023,7,21,JGM,Low,9:20,72,2,1,0,DPR RUN North 7/21/2023  ,4,1.01,19,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,DPR RUN South,2021,1,0-50m,2,MA,Plum Island,Runnel,4,-70.809,42.7777,2,6/23/2021,6,23,ARP/NA,Low/Rising,7:45,63,0,3,0,DPR RUN South 6/23/2021  ,4,1.15,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0
38,DPR RUN South,2021,2,0-50m,2,MA,Plum Island,Runnel,4,-70.809,42.7777,3,7/7/2021,7,7,JGM/NA,Low/Rising,8:32,73,0,3,1,DPR RUN South 7/7/2021  ,6,1.67,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0
39,DPR RUN South,2023,1,0-50m,2,MA,Plum Island,Runnel,4,-70.809,42.7777,1,6/12/2023,6,12,JGM,High/Falling,9:20,60,2,1,1,DPR RUN South 6/12/2023  ,2,0.45,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,DPR RUN South,2023,2,0-50m,2,MA,Plum Island,Runnel,4,-70.809,42.7777,2,7/21/2023,7,21,JGM,Low,9:00,73,2,1,0,DPR RUN South 7/21/2023  ,6,1.54,15,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
